2021-06-04T16:17:48.093Z [AUDIT] Token created by 'anonymous': tokenId='8a2a63c1-baa1-4b46-91c7-f40417140db3', issuer='jfrou@01f7bx1pe9qecxd1dj698wp1v5', subject='jfrou@01f7bx1pe9qecxd1dj698wp1v5', expiry=none, refreshable=false
2021-06-09T13:05:06.774Z [AUDIT] Token created by 'jffe@000': tokenId='8b1e253e-8d67-4132-ae2e-0c5a6107b13f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623244506774, refreshable=false
2021-06-09T13:05:06.774Z [AUDIT] Token created by 'jffe@000': tokenId='fb6b05c3-9ad8-4677-9490-b0f44ef973f5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623244506774, refreshable=false
2021-06-09T13:05:06.774Z [AUDIT] Token created by 'jffe@000': tokenId='e0b14da1-14b9-4d1c-a58c-d40c76234158', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623244506774, refreshable=false
2021-06-09T13:15:06.835Z [AUDIT] Token created by 'jffe@000': tokenId='e5d77ff9-0d69-4605-b51b-fd950d7ca820', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623245106835, refreshable=false
2021-06-09T13:15:06.835Z [AUDIT] Token created by 'jffe@000': tokenId='bf798aac-b252-4cf5-9ddc-a03d21037c49', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623245106834, refreshable=false
2021-06-09T13:15:06.835Z [AUDIT] Token created by 'jffe@000': tokenId='884b73bb-b19d-496e-b5ab-8cff0eec5f78', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623245106834, refreshable=false
2021-06-09T13:25:06.932Z [AUDIT] Token created by 'jffe@000': tokenId='b7490aa8-92c2-4519-8bd0-b40e16c8ca7e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623245706932, refreshable=false
2021-06-09T13:25:06.932Z [AUDIT] Token created by 'jffe@000': tokenId='ba76c6ae-12a4-4fa1-a845-4d86105c5624', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623245706932, refreshable=false
2021-06-09T13:25:06.934Z [AUDIT] Token created by 'jffe@000': tokenId='f0a80c76-6d44-4483-8622-abe16c1e4713', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623245706934, refreshable=false
2021-06-09T13:35:06.986Z [AUDIT] Token created by 'jffe@000': tokenId='7b0d930a-0a2f-408a-9f12-63ce1071f48a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623246306986, refreshable=false
2021-06-09T13:35:06.986Z [AUDIT] Token created by 'jffe@000': tokenId='de12e4fb-f43c-4220-af29-3804ccb85d4f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623246306986, refreshable=false
2021-06-09T13:35:06.989Z [AUDIT] Token created by 'jffe@000': tokenId='c93b79a6-7eef-45c9-8443-ffa5e2178988', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623246306989, refreshable=false
2021-06-09T13:45:07.055Z [AUDIT] Token created by 'jffe@000': tokenId='7afdde5c-cf32-444a-b2d3-7a9659143f2b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623246907055, refreshable=false
2021-06-09T13:45:07.055Z [AUDIT] Token created by 'jffe@000': tokenId='0385c0b1-66a8-4494-9f25-b90a0cf47776', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623246907055, refreshable=false
2021-06-09T13:45:07.055Z [AUDIT] Token created by 'jffe@000': tokenId='3d4f57ac-e667-4cdd-b6f0-8bcdbaeb3085', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623246907055, refreshable=false
2021-06-09T13:55:07.135Z [AUDIT] Token created by 'jffe@000': tokenId='1179f380-d2cf-4316-8c38-4b51b6b0f80a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623247507135, refreshable=false
2021-06-09T13:55:07.135Z [AUDIT] Token created by 'jffe@000': tokenId='bb5bf483-e3a3-498f-8fc3-a99381767333', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623247507135, refreshable=false
2021-06-09T13:55:07.136Z [AUDIT] Token created by 'jffe@000': tokenId='e57bc1e6-cd37-4f8b-bf7f-0cf8f48f87b4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623247507136, refreshable=false
2021-06-09T14:05:07.190Z [AUDIT] Token created by 'jffe@000': tokenId='689af17e-34a5-4157-839e-92757555f850', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623248107190, refreshable=false
2021-06-09T14:05:07.193Z [AUDIT] Token created by 'jffe@000': tokenId='56bbdaf1-ec2a-4adb-b155-e44898a6fc67', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623248107193, refreshable=false
2021-06-09T14:05:07.193Z [AUDIT] Token created by 'jffe@000': tokenId='7bdfbe11-951c-41e1-a1f4-9cb0fc687ca7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623248107193, refreshable=false
2021-06-09T14:15:07.241Z [AUDIT] Token created by 'jffe@000': tokenId='89251f74-d1a9-472f-bcda-3e0ea2f039fa', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623248707241, refreshable=false
2021-06-09T14:15:07.241Z [AUDIT] Token created by 'jffe@000': tokenId='1df3f1a3-c713-4711-aae3-4a461755ba0f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623248707241, refreshable=false
2021-06-09T14:15:07.241Z [AUDIT] Token created by 'jffe@000': tokenId='4806c962-7b40-4b26-8c04-9e99393f6b91', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623248707241, refreshable=false
2021-06-09T14:25:07.302Z [AUDIT] Token created by 'jffe@000': tokenId='b2c73f8d-d956-4f22-948a-2e86cb6c4694', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623249307301, refreshable=false
2021-06-09T14:25:07.302Z [AUDIT] Token created by 'jffe@000': tokenId='9aa155e8-e74f-451d-b2e2-64a7a064febb', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623249307301, refreshable=false
2021-06-09T14:25:07.302Z [AUDIT] Token created by 'jffe@000': tokenId='37ff4699-b226-4188-93e5-5950bf5e01c0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623249307301, refreshable=false
2021-06-09T14:35:07.360Z [AUDIT] Token created by 'jffe@000': tokenId='9e79986b-b308-4882-8bba-eb4080738eeb', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623249907360, refreshable=false
2021-06-09T14:35:07.360Z [AUDIT] Token created by 'jffe@000': tokenId='a5c9b93f-7de3-4e57-8a51-3c29601a3f14', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623249907360, refreshable=false
2021-06-09T14:35:07.360Z [AUDIT] Token created by 'jffe@000': tokenId='a81eaf2a-0735-4f3e-bd99-13da7b7ad41e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623249907360, refreshable=false
2021-06-09T14:45:07.414Z [AUDIT] Token created by 'jffe@000': tokenId='624babbb-8a4a-4fc3-8c3c-3faaec3bc14f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623250507414, refreshable=false
2021-06-09T14:45:07.415Z [AUDIT] Token created by 'jffe@000': tokenId='03398674-a80c-438e-a329-40df4480f9a8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623250507414, refreshable=false
2021-06-09T14:45:07.414Z [AUDIT] Token created by 'jffe@000': tokenId='07557709-a54f-4277-aaa7-95384f581e47', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623250507414, refreshable=false
2021-06-09T14:55:07.461Z [AUDIT] Token created by 'jffe@000': tokenId='98c67bf4-7e67-443e-ab18-ef38adb0dbbf', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623251107461, refreshable=false
2021-06-09T14:55:07.461Z [AUDIT] Token created by 'jffe@000': tokenId='f5df6e99-e932-413d-bede-48695f42b24b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623251107461, refreshable=false
2021-06-09T14:55:07.461Z [AUDIT] Token created by 'jffe@000': tokenId='bb82bdf1-df2e-4c5d-933a-cf98bdd700cf', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623251107461, refreshable=false
2021-06-09T15:05:07.503Z [AUDIT] Token created by 'jffe@000': tokenId='9f21abb6-6ad7-4b30-a56f-4d989ab2845e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623251707503, refreshable=false
2021-06-09T15:05:07.503Z [AUDIT] Token created by 'jffe@000': tokenId='3e8459ad-b2d7-4c64-ae26-554973f8dd8f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623251707503, refreshable=false
2021-06-09T15:05:07.505Z [AUDIT] Token created by 'jffe@000': tokenId='2954d3ff-0afc-4d4e-9ee7-0f8746202fe9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623251707505, refreshable=false
2021-06-09T15:15:07.573Z [AUDIT] Token created by 'jffe@000': tokenId='975eecc5-9a7d-4353-83ac-fe1edc429729', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623252307573, refreshable=false
2021-06-09T15:15:07.573Z [AUDIT] Token created by 'jffe@000': tokenId='a21f6a1c-06c1-4cf1-abcb-404c8715e8a7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623252307573, refreshable=false
2021-06-09T15:15:07.573Z [AUDIT] Token created by 'jffe@000': tokenId='0f020120-cf72-406b-a5db-d5c9074dc793', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623252307573, refreshable=false
2021-06-09T15:25:07.639Z [AUDIT] Token created by 'jffe@000': tokenId='989a0282-51c5-4192-842f-d6f66268cd94', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623252907639, refreshable=false
2021-06-09T15:25:07.639Z [AUDIT] Token created by 'jffe@000': tokenId='c38a1b2c-7ae1-4eab-88f4-13c18155f554', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623252907639, refreshable=false
2021-06-09T15:25:07.646Z [AUDIT] Token created by 'jffe@000': tokenId='db5d6e14-a5a2-44c8-a85f-6fabfac0e1cb', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623252907645, refreshable=false
2021-06-09T15:35:07.677Z [AUDIT] Token created by 'jffe@000': tokenId='20d4e439-d655-41fe-adbe-15631cecef31', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623253507677, refreshable=false
2021-06-09T15:35:07.677Z [AUDIT] Token created by 'jffe@000': tokenId='ef1a62cc-9ca3-4d7f-b6f8-c6e47180a370', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623253507677, refreshable=false
2021-06-09T15:35:07.681Z [AUDIT] Token created by 'jffe@000': tokenId='34699436-15da-4a18-8b42-1a8a4538b3ed', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623253507681, refreshable=false
2021-06-09T15:45:07.711Z [AUDIT] Token created by 'jffe@000': tokenId='adf9a482-1f10-48c3-8b6b-527b48fc6db7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623254107711, refreshable=false
2021-06-09T15:45:07.711Z [AUDIT] Token created by 'jffe@000': tokenId='b1c33fb0-96ef-448d-a20f-96fa42144943', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623254107711, refreshable=false
2021-06-09T15:45:07.711Z [AUDIT] Token created by 'jffe@000': tokenId='7e1e5f4d-f576-4811-87da-55ed1d3f54d1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623254107711, refreshable=false
2021-06-09T15:55:07.755Z [AUDIT] Token created by 'jffe@000': tokenId='42be9133-27a1-4b80-b092-fedcb0254500', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623254707755, refreshable=false
2021-06-09T15:55:07.756Z [AUDIT] Token created by 'jffe@000': tokenId='6495c58c-8eb2-4d6d-a478-2c8bd3392036', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623254707756, refreshable=false
2021-06-09T15:55:07.758Z [AUDIT] Token created by 'jffe@000': tokenId='80d5ede3-d1f1-4a6b-aac7-d5931c183632', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623254707758, refreshable=false
2021-06-09T16:05:07.779Z [AUDIT] Token created by 'jffe@000': tokenId='693bbd23-ef99-430e-b5ab-2772472ec96d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623255307779, refreshable=false
2021-06-09T16:05:07.779Z [AUDIT] Token created by 'jffe@000': tokenId='a7e1da5e-affc-486b-b147-6f41f5ccce7e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623255307779, refreshable=false
2021-06-09T16:05:07.779Z [AUDIT] Token created by 'jffe@000': tokenId='aaf9b467-a5b4-4c1a-9957-be35b845a3d9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623255307779, refreshable=false
2021-06-09T16:15:07.816Z [AUDIT] Token created by 'jffe@000': tokenId='58eba079-e596-4257-b342-9641d8960575', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623255907816, refreshable=false
2021-06-09T16:15:07.816Z [AUDIT] Token created by 'jffe@000': tokenId='8199c609-4916-4ac0-8aa5-2002070c9abe', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623255907816, refreshable=false
2021-06-09T16:15:07.817Z [AUDIT] Token created by 'jffe@000': tokenId='348762b8-bfa6-4389-8d81-1de552195dee', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623255907817, refreshable=false
2021-06-09T16:25:07.870Z [AUDIT] Token created by 'jffe@000': tokenId='69ee306d-4ff3-4f09-aab6-bf313ec808d6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623256507870, refreshable=false
2021-06-09T16:25:07.872Z [AUDIT] Token created by 'jffe@000': tokenId='12e2ca55-b8d6-4b0e-a92b-5cc340099300', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623256507872, refreshable=false
2021-06-09T16:25:07.885Z [AUDIT] Token created by 'jffe@000': tokenId='4cc4ddf9-76b7-49e3-9682-9d8d459bb264', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623256507885, refreshable=false
2021-06-09T16:35:27.315Z [AUDIT] Token created by 'jffe@000': tokenId='63da9df9-0aee-4e2b-b16e-5f11fe4ba8a9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623257127315, refreshable=false
2021-06-09T16:35:27.316Z [AUDIT] Token created by 'jffe@000': tokenId='85331834-02ef-4c0e-98fe-52d9b4452f9a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623257127316, refreshable=false
2021-06-09T16:35:27.317Z [AUDIT] Token created by 'jffe@000': tokenId='474a18e1-2209-4eb2-9199-de6d3c3b335c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623257127316, refreshable=false
2021-06-09T16:45:27.432Z [AUDIT] Token created by 'jffe@000': tokenId='8a4fe99d-0ccf-4a66-b2b1-897aa8252d22', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623257727431, refreshable=false
2021-06-09T16:45:27.432Z [AUDIT] Token created by 'jffe@000': tokenId='4dc3e4cd-f621-41b8-8711-b44ae84f6656', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623257727432, refreshable=false
2021-06-09T16:45:27.436Z [AUDIT] Token created by 'jffe@000': tokenId='c9629bf0-2e19-42be-bc86-36937c3e2871', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623257727436, refreshable=false
2021-06-09T16:55:27.483Z [AUDIT] Token created by 'jffe@000': tokenId='1f73a930-fd9a-4d78-8cae-7c6e5a1fa29c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623258327483, refreshable=false
2021-06-09T16:55:27.484Z [AUDIT] Token created by 'jffe@000': tokenId='5e54f0ee-9b31-40c7-b49f-1f392b0923ed', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623258327484, refreshable=false
2021-06-09T16:55:27.484Z [AUDIT] Token created by 'jffe@000': tokenId='45ca9a31-7630-4194-a00a-c8fed51d03b9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623258327484, refreshable=false
2021-06-09T17:05:27.542Z [AUDIT] Token created by 'jffe@000': tokenId='8159aa86-bb0d-41e5-906c-86df7d1f6bad', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623258927542, refreshable=false
2021-06-09T17:05:27.542Z [AUDIT] Token created by 'jffe@000': tokenId='174af1e6-baea-4a5e-9c63-b0be036eac9c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623258927542, refreshable=false
2021-06-09T17:05:27.542Z [AUDIT] Token created by 'jffe@000': tokenId='8e33ef44-97c9-4d8c-bbac-33a84b73ab79', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623258927542, refreshable=false
2021-06-09T17:15:27.614Z [AUDIT] Token created by 'jffe@000': tokenId='84a699d5-fcc1-4faa-b12d-cba161297ef2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623259527613, refreshable=false
2021-06-09T17:15:27.614Z [AUDIT] Token created by 'jffe@000': tokenId='763137bc-20cc-41a6-8c71-a6438a69e4dd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623259527613, refreshable=false
2021-06-09T17:15:27.617Z [AUDIT] Token created by 'jffe@000': tokenId='857b5f8e-7982-429d-8a87-e2dade95840f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623259527617, refreshable=false
2021-06-09T17:25:27.677Z [AUDIT] Token created by 'jffe@000': tokenId='1cd003dd-cf28-4f5c-a358-7afffd2c4767', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623260127676, refreshable=false
2021-06-09T17:25:27.677Z [AUDIT] Token created by 'jffe@000': tokenId='713b8809-c32a-4c29-b894-edbd433531b5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623260127677, refreshable=false
2021-06-09T17:25:27.677Z [AUDIT] Token created by 'jffe@000': tokenId='7313e30b-c15d-40f2-8c79-532b9cc81482', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623260127677, refreshable=false
2021-06-09T17:35:27.723Z [AUDIT] Token created by 'jffe@000': tokenId='a0f4e86d-da61-4f2d-8297-9bf799181284', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623260727723, refreshable=false
2021-06-09T17:35:27.723Z [AUDIT] Token created by 'jffe@000': tokenId='b70345f7-9fde-4f39-93dd-b3c3b7a2a66e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623260727723, refreshable=false
2021-06-09T17:35:27.723Z [AUDIT] Token created by 'jffe@000': tokenId='a8e6551f-c09f-407f-a1d3-bf8ad8801b14', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623260727723, refreshable=false
2021-06-09T17:45:40.518Z [AUDIT] Token created by 'jffe@000': tokenId='81c3fb28-cf55-428b-aa14-686025dcda28', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623261340518, refreshable=false
2021-06-09T17:45:40.519Z [AUDIT] Token created by 'jffe@000': tokenId='cb4a2b36-b0e0-4def-ab17-6337fe8ad53d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623261340519, refreshable=false
2021-06-09T17:45:40.521Z [AUDIT] Token created by 'jffe@000': tokenId='55969428-ceab-492b-a50c-207fc18149c9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623261340521, refreshable=false
2021-06-09T17:55:40.567Z [AUDIT] Token created by 'jffe@000': tokenId='8c1ffc4b-34fb-473d-9dfe-5cf34e5ef97f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623261940567, refreshable=false
2021-06-09T17:55:40.567Z [AUDIT] Token created by 'jffe@000': tokenId='a45d1c81-fe87-4873-ba68-33a5d62d2c86', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623261940567, refreshable=false
2021-06-09T17:55:40.570Z [AUDIT] Token created by 'jffe@000': tokenId='261fd6fb-1ddf-4c6b-abb6-f8f56fd939ae', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623261940570, refreshable=false
2021-06-09T18:05:40.613Z [AUDIT] Token created by 'jffe@000': tokenId='77f89d84-b558-462f-8931-5abe767952dc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623262540611, refreshable=false
2021-06-09T18:05:40.614Z [AUDIT] Token created by 'jffe@000': tokenId='60c0f23a-e214-4407-96c4-79b062f2aad4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623262540614, refreshable=false
2021-06-09T18:05:40.618Z [AUDIT] Token created by 'jffe@000': tokenId='69f0eceb-cb99-4e74-b748-e0e80751a3d6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623262540611, refreshable=false
2021-06-09T18:15:40.655Z [AUDIT] Token created by 'jffe@000': tokenId='966da776-a415-4a9b-a0e8-5099f14be4d1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623263140655, refreshable=false
2021-06-09T18:15:40.655Z [AUDIT] Token created by 'jffe@000': tokenId='5ba43d41-1100-4521-b63a-ee5d9a2c2bee', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623263140655, refreshable=false
2021-06-09T18:15:40.656Z [AUDIT] Token created by 'jffe@000': tokenId='54c1e84d-8965-44e5-85ae-4119760673a9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623263140656, refreshable=false
2021-06-09T18:25:40.757Z [AUDIT] Token created by 'jffe@000': tokenId='c79dfcaf-765c-4220-8bd1-b3e00ca94caf', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623263740757, refreshable=false
